timestamp,time_ms_post,time_ms_del,response_code_post,response_code_del,id
1786732995.0030565,73.83529700018698,48.11589800010552,200,200,852
1786733050.1607234,69.78569100101595,32.40049599844497,200,200,853
1786733105.3437467,76.41887700083316,51.197051998315146,200,200,854
1786733160.5055428,60.53376300042146,46.009972000319976,200,200,855
1786733215.6687982,67.47651499972562,40.62550900198403,200,200,856
